認証番号,店名,住所,更新日
0654,Caffé il Venticello,福井県鯖江市舟津町2-3-14,2021-08-02
0652,角惣 司,福井県あわら市市姫2-30-31,2021-08-02
0651,生そば 勘助,福井県越前市粟田部町29-24,2021-08-02
0650,イタリア料理 ポポラーレ,福井県福井市里別所新町211,2021-08-02
0649,ラビット,福井県福井市印田町18-4 印田ゴルフセンター内,2021-08-02
0648,中華料理 大福,福井県福井市西開発1-2501 ヤシマビル1F,2021-08-02
0646,小松屋 本店,福井県坂井市丸岡町富田町1-26,2021-08-02
0645,さいや,福井県越前市新在家町9-15,2021-08-02
0643,中華料理 福満楼,福井県坂井市春江町江留下相田56,2021-08-02
0642,田島食堂,福井県丹生郡越前町東内郡1-310,2021-08-02
0641,喫茶 マティニー,福井県丹生郡越前町東内郡1-310,2021-08-02
0640,カメレオン食堂,福井県敦賀市白銀町5-29 ホテルスィートピー1F,2021-08-02
0637,大福そば,福井県越前市粟田部町15-22,2021-08-02
0634,台湾料理 四季紅,福井県坂井市春江町藤鷲塚38-10,2021-08-02
0633,喫茶 禅,福井県吉田郡永平寺町志比27-14,2021-08-02
0630,名物たこ焼き なっちゃんち,福井県勝山市元町1-7-28 勝山サンプラザ内,2021-08-02
0629,31アイスクリーム MEGAドン・キホーテUNY福井店,福井県福井市飯塚町11-111,2021-08-02
0628,やきとり居酒屋 秀吉,福井県大野市月美町15-9,2021-08-02
0627,焼肉 ひまわり,福井県福井市高木中央2-3003,2021-08-02
0625,イタリア料理 ラ カーラ,福井県福井市高木中央2-403 シラサキ第2 102,2021-08-02
0623,カラオケBAR エミ,福井県福井市二の宮3-27-1,2021-08-02
0622,Cat's,福井県越前市府中2丁目3-23,2021-08-02
0621,(有) 川とく,福井県三方上中郡若狭町能登野35-14,2021-08-02
0620,テキサスハンズ 鯖江店,福井県鯖江市有定町3-2-12,2021-08-02
0617,おいしい ちよ鶴,福井県勝山市本町2-4-2,2021-08-02
0616,レストラン 夢屋,福井県越前市東千福町7-15,2021-08-02
0615,銀寿司,福井県勝山市栄町4-3-53,2021-08-02
0613,焼肉.ホルモン 白,福井県福井市若杉浜2-705,2021-08-02
0612,麺屋 もみじ,福井県あわら市二面46-3-2,2021-08-02
0611,和風レストラン 瀧雅,福井県越前市庄町36-1-1,2021-08-02
0609,お食事処 越前がに楽膳,福井県坂井市三国町梶38-37-2 三国温泉お宿あらや1F,2021-08-02
0607,木下鮮魚店,福井県福井市安波賀町14-5,2021-08-02
0605,COCO AZURE（ココ・アズール）,福井県敦賀市津内町1-2-12 栄ビル103,2021-08-02
0603,鳥八 松本店,福井県福井市松本3-4-7,2021-08-02
0601,しきぶ温泉 湯楽里内レストラン 若紫,福井県越前市白崎町68-8,2021-08-02
0598,さくら茶屋 若杉店,福井県福井市若杉1-3102,2021-08-02
0595,８番らーめん 丸岡店,福井県坂井市丸岡町一本田中34-40-1,2021-08-02
0594,寿司処 福芳,福井県小浜市大手町8-5,2021-08-02
0593,炭魚 ほんだ,福井県坂井市丸岡町本町1-53,2021-08-02
0592,アリスの家,福井県越前市村国2-8-24,2021-08-02
0590,es/ COFEE&KINDNESS,福井県敦賀市呉竹町2-13-15,2021-08-02
0589,旬菜料理 いし田,福井県福井市江端町11-22,2021-08-02
0588,えきライブラリー tetote Cafe&Sweet ここる,福井県鯖江市日の出町1-2,2021-08-02
0584,おりょうり京町 萬谷,福井県越前市京町3-1-3,2021-08-02
0582,さくら茶屋 ピアゴ丸岡店,福井県坂井市丸岡町一本田2-11-3,2021-08-02
0581,そば処 梅林,福井県大野市月美町2-6,2021-08-02
0579,Rond,福井県大飯郡おおい町成海1-16-2,2021-08-02
0578,ときの蔵,福井県鯖江市新横江2丁目2-1,2021-08-02
0575,カラオケ酒場 友利,福井県敦賀市呉竹町2-11-7 柳ハイツ1F,2021-08-02
0574,らーめん 門,福井県福井市米松2-1-18,2021-08-02
0573,kimama cafe & relaxation,福井県坂井市春江町江留下3-15,2021-08-02
0572,お食事処 一福,福井県大野市明倫町3-33,2021-08-02
0571,小堀日之出堂,福井県敦賀市神楽町1丁目2番地39号,2021-08-02
0570,レストラン トミー,福井県福井市上北野1-24-3,2021-08-02
0569,センチュリオンホテル テクノポート福井 沙羅,福井県坂井市三国町黒目22-51-2 センチュリオンホテル リゾート＆スパ テクノポート福井 2F,2021-08-02
0568,ごはんばー きえんの徴,福井県福井市堂島町203,2021-08-02
0566,ヨーロッパ軒 木田分店,福井県福井市木田町1713番地,2021-08-02
0564,ステーキ宮 福井文京店,福井県福井市文京7-11-7,2021-08-02
0563,IWABA CAFE,福井県坂井市三国町安島64-1-9,2021-08-02
0562,ほっきょ荘,福井県吉田郡永平寺町志比24-35,2021-08-02
0557,生真麺屋 まぁ坊,福井県福井市順化2-21-3 JK,2021-08-02
0556,一炷庵,福井県大飯郡おおい町名田庄三重24-34,2021-08-02
0555,甚右衛門 新保店,福井県福井市新保北1-303,2021-08-02
0554,矢の屋,福井県吉田郡永平寺町市野々39-8-1,2021-08-02
0553,そば処 こばやし,福井県坂井市春江町下小森2-16-1,2021-08-02
0552,タビーズカフェ,福井県鯖江市丸山町1-2-14,2021-08-02
0550,居酒屋 くめちゃん,福井県鯖江市北中町733-2,2021-08-02
0549,CHARMY BAR,福井県越前市蓬莱町4-18 蔵の辻,2021-08-02
0548,水芭蕉＆つる八,福井県越前市塚原町24-9-3,2021-08-02
0546,韓国厨房 崔家,福井県坂井市丸岡町石上2-33,2021-08-02
0543,福よし,福井県鯖江市御幸町2-8-6,2021-08-02
0542,Cam Cam（カムカム）,福井県大野市鍬掛17-17-1 ヴィオ内フードコート,2021-08-02
0541,敦賀 海食 うお貞,福井県敦賀市櫛川41-2-1 花城温泉ホテル 花城内1F,2021-08-02
0540,もとや食堂,福井県坂井市丸岡町霞町3-18-9,2021-08-02
0539,居酒屋 山ぐち,福井県福井市乾徳4-1-1,2021-08-02
0538,８番らーめん 花堂店,福井県福井市舞屋町15-3,2021-08-02
0537,ラブリー牧場 みるくの郷,福井県大野市蕨生137-21-1 道の駅越前おおの荒島の郷内,2021-08-02
0536,道の駅 越前おおの荒島の郷 大野三昧,福井県大野市蕨生137-21-1 道の駅越前おおの荒島の郷内,2021-08-02
0535,コメダ珈琲店 小浜店,福井県小浜市駅前町13-11,2021-08-02
0533,蕎麦 その字,福井県福井市高木中央2-2612,2021-08-02
0532,地中海食堂 Tondo,福井県福井市二の宮3-27-1 二の宮スカイコープ1F-101,2021-08-02
0531,炭火串焼 こっこ屋,福井県福井市北四ツ居2-111,2021-08-02
0530,そば処 みの吉,福井県坂井市三国町新保42-3-1-7,2021-08-02
0529,８番らーめん 若杉店,福井県福井市若杉4-201,2021-08-02
0528,８番らーめん 春江店,福井県福井市定正町1219-2,2021-08-02
0527,Caffe 月の虹,福井県敦賀市三島町1-6-23,2021-08-02
0526,レストラン たかは,福井県大野市月美町6-14,2021-08-02
0525,北時計,福井県鯖江市下新庄町17-61,2021-08-02
0523,スナック シスターズ,福井県福井市江端町11-1,2021-08-02
0521,ビストロ ミストラル,福井県越前市京町1-6-22,2021-08-02
0520,茶房 華紋,福井県鯖江市神中町3-5-30,2021-08-02
0518,朝採りたまごダイニング Lily,福井県坂井市春江町石塚21-2-3 ゆりの里公園内,2021-08-02
0515,今治亭,福井県南条郡南越前町今庄109-1,2021-08-02
0513,バナナジュース専門店 BananaBoy,福井県福井市蒲生町16-7-1,2021-08-02
0512,枩田商店,福井県福井市蒲生町16-2-1,2021-08-02
0508,古村魚店,福井県鯖江市下河端町71-5,2021-08-02
0507,道とん堀 鯖江店,福井県鯖江市東鯖江1丁目109,2021-08-02
0506,中国料理 唐子,福井県敦賀市本町1丁目7-3,2021-08-02
0503,秋吉 丸岡店,福井県坂井市丸岡町朝陽1-128,2021-08-02
0500,31アイスクリーム 福井ロードサイド店,福井県福井市幾代2-1424-1,2021-08-02
0499,四季彩館 酔月,福井県小浜市小浜飛鳥108,2021-08-02
0498,そば処 天心,福井県勝山市郡町2丁目6-26,2021-08-02
0497,びあだる 本町店,福井県敦賀市本町2丁目7-14,2021-08-02
0494,シフォン＆ダイニング BLUe Bee,福井県福井市和田3-403,2021-08-02
0493,小南亭,福井県坂井市三国町安島64-1-55,2021-08-02
0492,やく志屋,福井県勝山市沢町2-9-10,2021-08-02
0491,若重食堂,福井県坂井市坂井町若宮13-1-50,2021-08-02
0489,おはぐろ そば処惣平,福井県鯖江市吉江町18-31-4,2021-08-02
0486,御清水庵,福井県越前市吾妻町3-33,2021-08-02
0485,旬肴 すぎもと,福井県鯖江市戸口町16-1,2021-08-02
0484,ミルク工房 奥越前 六呂師高原の時計台,福井県大野市南六呂師169字東上谷野,2021-08-02
0483,鮨 ゆうさや,福井県福井市三郎丸4-202 サンライトビル102,2021-08-02
0482,和旬 いわもと,福井県小浜市駅前町4-30 KTビル1F,2021-08-02
0481,Cafe Lounge Milky（カフェラウンジ ミルキー）,福井県福井市大和田2-418 エルパプラス３F,2021-08-02
0480,喫茶 香,福井県今立郡池田町谷口1-1,2021-08-02
0479,喜久屋,福井県越前市粟田部町47-22,2021-08-02
0477,お食事処 松やん,福井県鯖江市御幸町3-2-2,2021-08-02
0476,喫茶 マッチボックス,福井県坂井市丸岡町一本田中33-25,2021-08-02
0475,料亭 神崎家,福井県越前市京町1-4-34,2021-08-02
0474,和彩 牧,福井県福井市経田1-916,2021-08-02
0473,ほっとカフェ smile,福井県福井市下馬1丁目1102,2021-08-02
0472,お好み焼き ほやほや,福井県丹生郡越前町朝日1-5-1,2021-08-02
0469,食庵 おり田,福井県勝山市毛屋町1611,2021-08-02
0468,ラ・ギャルリー ラコンテ,福井県あわら市大溝2-38-21,2021-08-02
0467,吞喰処 北ひの,福井県越前市平林町1-5-16,2021-08-02
0466,愛来屋,福井県大野市元町2-1,2021-08-02
0464,BARON Shimaguchi,福井県福井市順化2-20-11,2021-08-02
0463,韓国家庭料理・焼肉 明洞,福井県敦賀市新松島町1-1,2021-08-02
0462,Café Cielo,福井県福井市上北野1-25-1,2021-08-02
0461,お好みハウス タッチ,福井県越前市国高2丁目43-7-1,2021-08-02
0458,エスポワール 本店,福井県越前市粟田部町32-16-1,2021-08-02
0457,寿司割烹 大花,福井県小浜市大手町9-8 森島ビル2F,2021-08-02
0456,大陸,福井県越前市粟田部町33-6-9,2021-08-02
0455,ミスティ,福井県小浜市生守6-33-2,2021-08-02
0454,東尋坊 正太楼,福井県坂井市三国町安島64-1-55,2021-08-02
0453,御料理 金兵衛,福井県敦賀市本町1丁目15-23,2021-08-02
0452,スタンド 川,福井県大野市桜塚町705,2021-08-02
0450,粋歌 涼,福井県越前市桂町6-28 酒井ビル2F,2021-08-02
0449,レストラン 味里,福井県福井市新保2-228 福井心臓血圧センター内,2021-08-02
0448,スタンド よっちゃん,福井県勝山市沢町2-11-24,2021-08-02
0447,居酒屋 弥ェ門,福井県敦賀市清水町1丁目21-6,2021-08-02
0443,盆暮屋,福井県越前市横市町34-14-1,2021-08-02
0442,キース・ジャレット,福井県福井市順化1-12-6,2021-08-02
0441,つまみ菜,福井県あわら市温泉5-1704-1,2021-08-02
0438,寿し正,福井県福井市グリーンハイツ4丁目180,2021-08-02
0437,ナイトキャビン シーマン,福井県敦賀市本町1-2-12,2021-08-02
0435,割烹 おば田,福井県鯖江市つつじケ丘15-1,2021-08-02
0434,より処,福井県越前市粟田部町38-3-4,2021-08-02
0432,与志美鮨,福井県勝山市本町3-2-8,2021-08-02
0431,団らん,福井県越前市村国1丁目5-29,2021-08-02
0426,そば処 どうぐや,福井県坂井市三国町山王4-5-6,2021-08-02
0425,木立,福井県坂井市丸岡町上久米田2-5-6,2021-08-02
0424,茶房 白南風,福井県福井市運動公園1丁目1115,2021-08-02
0423,ひよし屋,福井県大野市日吉町5-18,2021-08-02
0422,古民家レストラン 茶屋 おがまち,福井県大野市明倫6-29,2021-08-02
0419,花より肉,福井県福井市渕2丁目1006,2021-08-02
0418,カフェ 万修,福井県越前市粟田部町39-4,2021-08-02
0417,居酒屋 呑喰里,福井県坂井市丸岡町西瓜屋15-6-1,2021-08-02
0415,カラオケ喫茶 和,福井県福井市宮地町59-4-1,2021-08-02
0410,レストラン パンエ,福井県越前市東千福町24-17,2021-08-02
0408,２５２５亭 福井開発店,福井県福井市開発4丁目401-1,2021-08-02
0406,KandK,福井県福井市江守中2丁目601,2021-08-02
0405,焼肉 京城苑,福井県越前市府中1丁目14-23,2021-08-02
0404,香花,福井県福井市二の宮2-29-10 パストラルイン二宮1F,2021-08-02
0402,たぬきや,福井県福井市花月1-5-13,2021-08-02
0401,かわだ尾花屋まちライブラリー,福井県鯖江市河和田町19-1-9,2021-08-02
0400,吉田焼肉店,福井県あわら市春宮2-10-30,2021-08-02
0399,竹田家,福井県大野市本町4-5,2021-08-02
0398,手打ちそば処 たけうち,福井県坂井市三国町山王4-1-47,2021-08-02
0397,ジャドール,福井県敦賀市清水町1-18-13,2021-08-02
0396,福寿し,福井県坂井市三国町北本町2-1-45,2021-08-02
0395,楽膳,福井県丹生郡越前町気比庄33-22-3,2021-08-02
0393,大八,福井県南条郡南越前町湯尾3-13-5,2021-08-02
0392,FAN's KITCHEN,福井県福井市大丹生町70-1-6,2021-08-02
0391,コーヒーハウス 神戸っ子,福井県福井市日光2-1-8 日光レジデンス1F,2021-08-02
0388,player's cafe Bostonclub,福井県大野市本町9-3,2021-08-02
0387,わかば,福井県鯖江市舟津町1丁目6-1,2021-08-02
0386,スナック 幸,福井県鯖江市桜町2丁目2-11,2021-08-02
0384,耒神（らいじん）,福井県福井市有楽町6-16,2021-08-02
0383,くるくる寿司 ほがらか亭,福井県福井市成和1丁目1009-1,2021-08-02
0381,たんぽぽ,福井県鯖江市西袋町39-1-1,2021-08-02
0375,海食空間 かに乃花,福井県丹生郡越前町梅浦56-13,2021-08-02
0374,Snowcafe 焙煎工房,福井県福井市荒木新保町31-21,2021-08-02
0373,焼肉食堂 いづもや,福井県坂井市丸岡町西瓜屋2-7-3,2021-08-02
0372,喫茶 とっど,福井県大野市中保18-35-1,2021-08-02
0371,ふくりゅう軒,福井県福井市加茂河原3-12-31,2021-08-02
0370,めだか,福井県鯖江市桜町1-5-9,2021-08-02
0369,８番らーめん 足羽店,福井県福井市真木町13-19,2021-08-02
0367,そば処 又八庵,福井県敦賀市杉箸79-42,2021-08-02
0365,出みせ,福井県丹生郡越前町高佐27-1,2021-08-02
0364,ギャラリー&カフェレスト みらいばこ,福井県敦賀市呉竹町1-41-15-101,2021-08-02
0363,レストラン 朱雀,福井県坂井市坂井町下兵庫252-14,2021-08-02
0362,PUNTO,福井県鯖江市神明町5-4-62,2021-08-02
0361,御殿 當田屋,福井県鯖江市本町1丁目4-10,2021-08-02
0360,一乗谷レストラント,福井県福井市城戸ノ内町10-48,2021-08-02
0359,MOMI＆TOY’S エンゼルランドふくい前店,福井県坂井市春江町江留下高道95-1,2021-08-02
0358,五目亭 新保店,福井県福井市新保北1-409,2021-08-02
0357,Bar Banguet,福井県越前市京町2-1-5,2021-08-02
0355,海鮮お食事処 夕なぎ荘,福井県坂井市三国町安島64-1-33,2021-08-02
0354,多国籍居酒屋 シャンガリ,福井県福井市日之出1-14-10 坪井ビル1F,2021-08-02
0353,すし春,福井県福井市学園1丁目2-12 学園ビル1F,2021-08-02
0352,屋台中華 まる,福井県あわら市温泉3-201 あわら温泉屋台村湯けむり横丁内,2021-08-02
0351,小料理 あさ川,福井県坂井市三国町山岸39-50-9,2021-08-02
0350,恵長庵 まんもと,福井県福井市日之出1-13-6,2021-08-02
0349,善五郎,福井県福井市文京1-4-24,2021-08-02
0348,山楽亭,福井県吉田郡永平寺町志比23-31-10,2021-08-02
0347,スイーツ＆カフェ Blanc,福井県鯖江市丸山町2丁目7-13,2021-08-02
0346,グリル セピア,福井県鯖江市水落町3-8-25,2021-08-02
0344,grass.No,福井県福井市順化2丁目22-1 寺本ビル201,2021-08-02
0342,のれん,福井県福井市福2-1910,2021-08-02
0341,グリーンハウス,福井県敦賀市港町2-15,2021-08-02
0340,パブレストラン ゴリラ,福井県小浜市小浜酒井64,2021-08-02
0339,DINO CAFE,福井県勝山市村岡町寺尾51-11,2021-08-02
0337,浅田クッキングスクール直営 クィーンアリス,福井県福井市町屋1-5-31,2021-08-02
0336,チェリー喫茶,福井県大野市月美町5-9,2021-08-02
0335,三谷屋 風,福井県あわら市春宮2-4-18,2021-08-02
0334,タヌキ寿司,福井県敦賀市津内町1-8-15,2021-08-02
0333,旬彩厨房 𠮷のぶ,福井県小浜市駅前町2-8,2021-08-02
0332,おやじのフレンチ てつ,福井県あわら市温泉3-201 あわら温泉屋台村湯けむり横丁内,2021-08-02
0330,莨屋旅館跡 お料理 与志多,福井県福井市照手1-14-4,2021-08-02
0329,Bar LOOFAH,福井県大飯郡高浜町宮崎86-41-16,2021-08-02
0328,道の駅 シーサイド高浜,福井県大飯郡高浜町下車持46-10,2021-08-02
0326,テキサスハンズ やしろ店,福井県福井市江守中1丁目1809,2021-08-02
0324,三国サンセットビーチ 海の家 ダイヤモンドヘッド,福井県坂井市三国町米ヶ脇4-4-28 三国サンセットビーチ北側,2021-08-02
0323,わらび 高木店,福井県福井市高木町52-28-1,2021-08-02
0321,わらび 鯖江店,福井県鯖江市小黒町1-5-16,2021-08-02
0317,スシロー 福井米松店,福井県福井市米松1-16-38,2021-08-02
0316,スシロー 福井若杉店,福井県福井市若杉1-3015,2021-08-02
0315,スシロー 鯖江店,福井県鯖江市下河端町23-4-1,2021-08-02
0314,スシロー 春江店,福井県坂井市春江町随応寺24-6-3,2021-08-02
0313,ソースかつ丼 福井家 城東店,福井県福井市城東4-29-5,2021-08-02
0312,民宿 冨士,福井県坂井市三国町梶38-37-5,2021-08-02
0311,手づくり工房 コスモス（クッキー＆カフェ サニースマイル）,福井県福井市田尻栃谷町38-46-5,2021-08-02
0310,green parluur ベルベール,福井県鯖江市小黒町1-5-3,2021-08-02
0309,なか卯 鯖江五郎丸店,福井県鯖江市横江町2-6-9,2021-08-02
0308,なか卯 福井社店,福井県福井市若杉2-1535,2021-08-02
0305,８番らーめん 国高店,福井県越前市庄町1-7,2021-08-02
0302,炭火焼肉屋 さかい 武生店,福井県越前市庄町1-9,2021-08-02
0301,コメダ珈琲店 鯖江店,福井県鯖江市神明町3丁目10-20,2021-08-02
0300,コメダ珈琲店 武生店,福井県越前市芝原5丁目3-8,2021-08-02
0299,白山さんち,福井県越前市上杉本町11-7,2021-08-02
0298,居酒屋 味処 八八,福井県あわら市舟津31-9-1,2021-08-02
0297,敦賀ふぐの宿 なかい,福井県敦賀市色浜30-6,2021-08-02
0295,永平寺親禅の宿 柏樹關,福井県吉田郡永平寺町志比6-1,2021-08-02
0294,サニースマイル,福井県福井市下六条14-1 福井県生活学習館内1F,2021-08-02
0292,秋吉 三国店,福井県坂井市三国町楽円53-21-4,2021-08-02
0291,ベルサイドカフェ 越前大野店,福井県大野市蕨生137-21-1 道の駅越前おおの荒島の郷内,2021-08-02
0290,わらび 稲寄店,福井県越前市稲寄町26-1,2021-08-02
0289,たじべえ,福井県越前市岡本町15-3-2,2021-08-02
0288,海鮮アトム 武生店,福井県越前市新町4字常淵10-1,2021-08-02
0287,大衆割烹 蕗,福井県越前市芝原5-5-39,2021-08-02
0286,ウエルズ,福井県福井市田原1丁目12-7,2021-08-02
0285,海鮮アトム 敦賀若葉店,福井県敦賀市若葉町2-1702,2021-08-02
0284,海鮮アトム 鯖江店,福井県鯖江市柳町4-7-1,2021-08-02
0283,ベラドーナ,福井県小浜市駅前町19-40 ニュー五番街3階,2021-08-02
0280,旬食彩 つぼみ,福井県越前市平出2丁目4-11,2021-08-02
0276,スナック 舞,福井県敦賀市清水町1丁目19-10 千年ビル1F,2021-08-02
0272,居酒屋 てきさす,福井県小浜市小浜酒井1-83,2021-08-02
0271,城小屋 マルコ,福井県坂井市丸岡町霞町1-25,2021-08-02
0270,さのや 開発店,福井県福井市開発1丁目127,2021-08-02
0269,焼肉ダイニング アリラン,福井県福井市舟橋新1-204,2021-08-02
0268,かんすけ,福井県鯖江市小黒町1-3-28,2021-08-02
0267,炭火串焼き串揚げ 一克,福井県勝山市本町1-4-4,2021-08-02
0266,井の上,福井県吉田郡永平寺町志比28-2,2021-08-02
0265,京風庵 芳家,福井県鯖江市松成町3-73,2021-08-02
0264,いこい食堂,福井県丹生郡越前町厨10-33,2021-08-02
0263,一季,福井県福井市新保1丁目1613,2021-08-02
0262,うなぎや,福井県福井市高木中央2-4118,2021-08-02
0261,サルビア,福井県吉田郡永平寺町東古市16-48,2021-08-02
0260,Tenda Rossa,福井県福井市高柳3-3208,2021-08-02
0258,UMIKARA select,福井県大飯郡高浜町塩土5-1,2021-08-02
0257,うみからテラス,福井県大飯郡高浜町塩土5-1,2021-08-02
0251,今庄そば道場,福井県南条郡南越前町大門10-3-1,2021-08-02
0250,Speranza Fiore,福井県敦賀市木崎32-3-1,2021-08-02
0249,本手打ちそば 山楽,福井県越前市横市町1-5-5,2021-08-02
0248,台湾料理 昇龍,福井県敦賀市木崎13-28,2021-08-02
0247,串酒場 はっさく,福井県小浜市大手町7-36,2021-08-02
0246,みくに隠居処,福井県坂井市三国町宿3-7-22,2021-08-02
0245,手打そば 蘭敷,福井県南条郡南越前町湯尾56-6-2,2021-08-02
0244,やき処 志喜,福井県福井市安田町82-1,2021-08-02
0243,カフェ モカジジ,福井県福井市東森田3丁目1601番地,2021-08-02
0241,立ち呑み ゴールデン,福井県鯖江市本町2-1-8,2021-08-02
0240,スナック 桑港,福井県小浜市小浜酒井1-25,2021-08-02
0239,King's 8 Diner,福井県坂井市丸岡町谷町2-34,2021-08-02
0237,魚菜園,福井県福井市順化1-18-8 開明ビル１F,2021-08-02
0235,みそカフェ misola,福井県福井市春山2-25-1 みそ楽2F,2021-08-02
0234,鉄板焼 にしやま亭,福井県鯖江市長泉寺町1-9-15,2021-08-02
0232,御料理 半兵衛,福井県坂井市丸岡町南横地21-17,2021-08-02
0231,居酒屋 晩酌,福井県越前市広瀬町132-28-1,2021-08-02
0229,焼肉 じゃがいも,福井県福井市高木2-901,2021-08-02
0228,串よろし,福井県福井市南四ツ居1-1-36 URビル1F南,2021-08-02
0226,中華そば 一力,福井県敦賀市中央町1-13-21,2021-08-02
0225,三河屋,福井県越前市蓬莱町3-25-1,2021-08-02
0224,湯上りだいにんぐ さいさい,福井県福井市渕2丁目1401,2021-08-02
0223,焼肉処 新羅,福井県福井市渕2-1401,2021-08-02
0222,福井ウクレレクラスタ 楽音,福井県福井市文京3-1-29 杉森ビル1F,2021-08-02
0221,魚屋の喰い処 まつ田,福井県福井市蒲生町16-7-1,2021-08-02
0218,レストラン ジャルダン,福井県福井市文京4-28-16,2021-08-02
0216,ごはん屋 和,福井県福井市東森田2-108,2021-08-02
0214,かんぽの宿 福井,福井県福井市渕町43-17,2021-08-02
0212,OUCHI CAFÉ MUC,福井県坂井市坂井町上新庄13-8-15,2021-08-02
0211,シシリア,福井県福井市大宮6-13-9,2021-08-02
0209,モーモー亭,福井県三方上中郡若狭町井ノ口29-32-1,2021-08-02
0206,かつ時 敦賀店,福井県敦賀市市野々町1-13,2021-08-02
0204,31アイスクリーム エルパ福井店,福井県福井市大和田2丁目1212番地,2021-08-02
0203,ドミノ・ピザ 福井和田東店,福井県福井市和田東2-1003,2021-08-02
0202,田野屋,福井県大野市陽明町1丁目802-5,2021-08-02
0201,テキサスハンズ 丸岡店,福井県坂井市丸岡町一本田中29-2-1 2F,2021-08-02
0200,ピッツェリア フェリーチェ,福井県福井市北四ツ居1-26-19,2021-08-02
0199,リスボンエイト,福井県越前市中央2-6-13,2021-08-02
0198,森六,福井県越前市粟田部町26-20,2021-08-02
0197,食と物 手造りギャラリー よってこ,福井県越前市新在家町9-21-2,2021-08-02
0196,お食事処 よしだ,福井県鯖江市住吉町3-5-15,2021-08-02
0195,鉄板焼居酒屋 笑兵衛,福井県敦賀市白銀町5-22 白銀ビル1F,2021-08-02
0194,和田屋,福井県福井市今市町1-9,2021-08-02
0193,エスポワール 福井店,福井県福井市高木中央3丁目314,2021-08-02
0192,ASARI,福井県鯖江市神明町2-10-17,2021-08-02
0191,モノ カフェ パール エスポワール,福井県越前市瓜生町5-1-1,2021-08-02
0190,和風レストラン くるま屋,福井県三方上中郡若狭町安賀里75-1-6,2021-08-02
0187,レストラン 若樹,福井県福井市若杉3-910,2021-08-02
0185,春乃家,福井県鯖江市新横江2-3-27-2,2021-08-02
0184,かく屋,福井県丹生郡越前町織田85-54,2021-08-02
0182,Win,福井県大野市弥生町3-2,2021-08-02
0180,栄庵,福井県越前市沢町22,2021-08-02
0179,大宮亭,福井県坂井市丸岡町里丸岡3-10,2021-08-02
0178,ホテル せくみ屋,福井県小浜市小浜白鬚113番地,2021-08-02
0177,㐂の葉,福井県福井市中藤新保町14-1-24,2021-08-02
0174,手打ちそば 雪花,福井県敦賀市谷25-2-4,2021-08-02
0172,憩い処 みなみ,福井県坂井市三国町山王3-5-26,2021-08-02
0171,カリーゲイツ ダンダダ,福井県越前市千福町123,2021-08-02
0170,テキサスハンズ 春江店,福井県福井市石盛町915-1,2021-08-02
0169,明洞２号店,福井県敦賀市白銀町5-18,2021-08-02
0168,旅館 水月,福井県小浜市阿納10-12,2021-08-02
0167,カラオケ喫茶 あられちゃん,福井県越前市国府1-3-1 源ビル1F,2021-08-02
0165,そば割烹 よいん ,福井県福井市福新町1913,2021-08-02
0163,リベール,福井県越前市小松2-21-40,2021-08-02
0162,cafe カシュカシュ,福井県福井市八ツ島町31字宮島302-1,2021-08-02
0159,風の街 やしろ店,福井県福井市渕2-1807,2021-08-02
0157,レストラン 源治,福井県大飯郡高浜町宮崎63-24-1,2021-08-02
0156,mondo（モンド）,福井県大野市有明町21-18,2021-08-02
0155,永平寺の館 雲粋,福井県吉田郡永平寺町市野々13-38-2,2021-08-02
0153,六本弦,福井県福井市田原2丁目26-4,2021-08-02
0151,季ノ肴 よしかわ,福井県福井市若杉4丁目702,2021-08-02
0149,おらんだ亭,福井県福井市南四ツ居1-21-11,2021-08-02
0148,料亭 中松,福井県鯖江市旭町1-5-3,2021-08-02
0147,谷口屋,福井県坂井市丸岡町上竹田37-26-1,2021-08-02
0146,カフェ＆カラオケ Yell,福井県福井市御幸4丁目10-6,2021-08-02
0145,居酒屋 あいらんど,福井県福井市学園2-11-20,2021-08-02
0144,ゆのくに,福井県敦賀市本町1丁目7-27,2021-08-02
0143,内くら,福井県福井市品ヶ瀬町5-97,2021-08-02
0142,潮騒の館 やし楼,福井県坂井市三国町安島64-1-68,2021-08-02
0141,みどり亭,福井県勝山市遅羽町比島33-1,2021-08-02
0140,味のよしだや しのぶ庭,福井県あわら市春宮1-8-13,2021-08-02
0139,呑処 桃太郎,福井県大野市有明町19-14,2021-08-02
0138,あぶりや親方,福井県大野市東中町812,2021-08-02
0136,魚栄楼,福井県越前市粟田部町29-36,2021-08-02
0135,サバエ・シティーホテル イル・ヴィゴーレ,福井県鯖江市桜町3-3-3,2021-08-02
0133,レストラン ときわ,福井県大野市友江12-6,2021-08-02
0132,遊食楽呑 かんきち 鯖江本店,福井県鯖江市三六町1-14-6,2021-08-02
0131,Cafe＆Bar RED SHOES,福井県あわら市温泉5-1302 ハイム松月103号,2021-08-02
0129,魚𠮷,福井県鯖江市吉谷町23-16,2021-08-02
0128,越前めん処 江戸屋,福井県越前市高瀬2-6-15,2021-08-02
0127,ことぶき,福井県越前市粟田部町29-38-2,2021-08-02
0125,山仁,福井県福井市豊島2-3-17,2021-08-02
0124,お食事処 みつや,福井県小浜市小浜酒井1-52,2021-08-02
0123,そば処 盛安,福井県坂井市三国町北本町3-2-30,2021-08-02
